CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Mas_1_coche;Revisiones;Edad Cliente;Tiempo
CLI21465;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Pontevedra;NO;NO;NO;NA;SI;No;NO;3.84;7573;31703;1;0;60;10
CLI44739;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;3.88;1903;22646;0;3;61;0
CLI826;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;NO;NO;SI;NA;NO DATA;No;NO;1.51;2169;0;0;1;25;0
CLI31286;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Lugo;SI;SI;NO;Medio-Bajo;NO DATA;Averia leve;SI;7.51;1380;13425;0;7;51;0
CLI32718;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia leve;NO;6.38;1951;23770;1;4;51;8
CLI5941;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Badajoz;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;8.79;3371;3350;0;5;40;0
CLI33176;D;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;9.06;5796;6673;1;5;47;9
CLI10305;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;SI;NO;Alto;NO DATA;No;SI;7.93;1814;13173;1;4;62;6
CLI2488;B;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Alicante;NO;NO;NO;NA;NO DATA;No;NO;2.29;1654;0;0;2;59;0
CLI41178;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Funcionario;Almeria;NO;NO;SI;Medio;NO DATA;No;NO;1.8;6216;0;0;2;37;0
CLI25099;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.39;0;0;0;8;24;0
CLI44804;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Ciudad Real;SI;NO;NO;NA;SI;Averia grave;NO;3.84;4482;32052;1;2;42;7
CLI19521;C;TIPO4;FUEL 2;Media;M;Contado;EN PAREJA;F;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;9.31;2576;10068;0;7;45;0
CLI7839;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;NO DATA;No;NO;7.47;1433;22377;0;4;57;0
CLI51555;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Gerona;SI;SI;NO;Alto;SI;Averia muy grave;SI;3.23;2727;18291;0;2;37;0
CLI44896;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;3.78;2988;13539;0;2;33;0
CLI3040;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;NA;NO DATA;No;NO;1.62;3242;0;0;1;47;0
CLI27127;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Empresa;Alicante;NO;NO;NO;Medio;SI;No;NO;4.19;4153;13466;0;2;49;0
CLI45939;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;3.27;4198;37754;0;0;56;0
CLI55800;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio;SI;No;NO;2.6;3669;12878;0;1;40;0
CLI12448;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Madrid;NO;NO;NO;NA;SI;No;NO;5.76;2808;20766;0;4;48;0
CLI19720;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Asturias;SI;NO;NO;NA;SI;Averia muy grave;SI;8.94;2848;15606;0;8;38;0
CLI29241;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;SI;NA;NO DATA;No;NO;1.62;1897;0;0;1;54;0
CLI45970;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;SI;Averia grave;SI;2.93;2854;32364;0;2;52;0
CLI49969;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;No;NO;1.79;1903;0;0;1;34;0
CLI32861;J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;F;Funcionario;Malaga;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;5.84;1297;16217;0;2;42;0
CLI15628;B;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;2.96;2510;22261;0;2;53;0
CLI14161;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio-Bajo;SI;No;NO;2.77;1750;20458;0;1;48;0
CLI21607;C;TIPO4;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;2.51;5947;20434;0;2;38;0
CLI44384;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;4.21;2539;16486;1;2;57;7
CLI9693;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Lacoruna;NO;SI;NO;Medio;NO DATA;No;SI;7.32;1822;12651;0;7;49;0
CLI39868;D;TIPO8;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;3.39;4401;10677;0;3;57;0
CLI9228;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;No;NO;7.79;1588;13192;0;3;45;0
CLI57097;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Huesca;NO;NO;SI;NA;NO DATA;No;NO;1.7;2574;0;0;1;46;0
CLI12483;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Pontevedra;SI;SI;NO;Medio-Bajo;SI;No;SI;5.67;5040;20985;1;4;58;6
CLI54775;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;3.96;1829;4087;0;3;52;0
CLI5464;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Tarragona;NO;NO;NO;NA;NO DATA;Averia grave;SI;8.88;4525;29424;0;4;57;0
CLI26757;A;TIPO1;FUEL 1;Baja;M;Contado;EN PAREJA;F;Autonomo;Barcelona;SI;NO;NO;Alto;SI;No;NO;5.26;1685;10180;0;2;43;0
CLI10351;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;NA;SI;Averia leve;NO;7.78;2848;4651;1;3;51;5
CLI19895;C;TIPO4;FUEL 2;Media;M;Contado;EN PAREJA;F;Empresa;Pontevedra;NO;NO;NO;NA;SI;No;NO;8.03;3985;45474;1;3;49;6
CLI43795;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valencia;NO;SI;NO;NA;NO DATA;Averia grave;NO;5.11;780;8517;0;4;39;0
CLI32857;J;TIPO7;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;5.9;1297;5746;0;5;57;0
CLI4411;B;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;9.43;3378;22017;0;9;43;0
CLI39605;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;4.17;2342;5365;0;2;43;0
CLI29222;H;TIPO7;FUEL 1;Media;A;Financiera Marca;EN PAREJA;F;Empresa;Vizcaya;NO;NO;SI;Medio;NO DATA;No;NO;1.77;1897;0;0;0;53;0
CLI4452;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Guipuzcua;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.75;4127;28938;0;7;40;0
CLI2466;B;TIPO6;FUEL 1;Media;A;Otros;SOLTERO;M;Empresa;Ciudad Real;NO;NO;NO;Medio;NO DATA;No;NO;1.93;1684;0;0;0;30;0
CLI23364;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;9.23;638;29249;0;8;56;0
CLI40075;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;NO;SI;NO;Otros;SI;Averia grave;SI;3.76;2662;14066;0;2;50;0
CLI12316;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Alicante;SI;NO;NO;NA;SI;No;SI;7.26;2324;5420;0;3;60;0
CLI16319;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Pontevedra;NO;NO;NO;NA;SI;Averia leve;NO;3.04;2510;15955;0;3;40;0
CLI29909;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;NO;NO;SI;NA;NO DATA;No;NO;1.83;1949;0;0;1;65;0
CLI11961;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;7.6;1373;22207;0;4;60;0
CLI35487;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Lacoruna;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;8.09;2942;0;0;7;21;0
CLI54694;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;4.4;1098;16581;1;2;45;6
CLI10754;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lacoruna;SI;SI;NO;NA;NO DATA;Averia muy grave;SI;7.51;4030;12315;1;4;38;8
CLI29994;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Leon;NO;NO;SI;NA;NO DATA;No;NO;1.42;2625;0;1;1;38;4
CLI6998;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Zaragoza;SI;NO;NO;NA;SI;No;NO;9.43;2933;8361;0;6;61;0
CLI54334;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;NA;NO DATA;No;NO;1.26;2574;0;0;1;38;0
CLI23999;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Tarragona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.67;0;5840;0;10;53;0
CLI41182;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;1.51;4935;0;0;1;34;0
CLI42322;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;5.43;751;10543;0;4;53;0
CLI6520;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;9.06;1776;3670;0;7;61;0
CLI43845;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;4.89;828;26161;1;2;59;8
CLI7468;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;9.26;0;13072;0;4;62;0
CLI14083;B;TIPO6;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Almeria;SI;NO;NO;NA;SI;No;NO;3.27;3453;13669;1;2;42;8
CLI40235;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;SI;Otros;SI;Averia leve;SI;2.87;4891;25913;1;1;54;7
CLI26810;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;SI;5.84;1685;24242;0;3;44;0
CLI52737;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Las Palmas;NO;NO;NO;NA;NO DATA;No;NO;1.87;2013;0;0;2;58;0
CLI11523;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;Pontevedra;SI;SI;NO;Alto;SI;No;NO;5.67;6420;8761;0;4;45;0
CLI8137;B;TIPO6;FUEL 2;Media;M;Contado;;;Empresa;Madrid;NO;NO;NO;NA;SI;Averia grave;NO;6.18;5868;31551;1;4;57;8
CLI29181;H;TIPO7;FUEL 1;Media;A;Financiera Marca;SOLTERO;F;Funcionario;Toledo;NO;NO;SI;NA;NO DATA;No;NO;1.66;1897;0;0;1;49;0
CLI5322;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Ciudad Real;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;9.56;2202;9964;1;5;61;6
CLI34138;D;TIPO1;FUEL 1;Media;M;Contado;;;Empresa;Zaragoza;NO;NO;NO;Alto;SI;No;NO;9.17;0;25458;1;7;44;7
CLI20882;C;TIPO4;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.28;5947;15040;0;3;52;0
CLI34480;D;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Funcionario;Valladolid;NO;NO;NO;Medio;NO DATA;No;NO;7.8;3025;9724;1;7;43;7
CLI56417;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia leve;NO;2.81;1829;16537;0;2;56;0
CLI38206;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Funcionario;Toledo;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7.03;4170;27728;0;7;44;0
CLI6785;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Otros;SI;Averia muy grave;SI;8.85;2307;10882;0;8;55;0
CLI32228;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Salamanca;NO;SI;NO;Medio-Bajo;NO DATA;Averia grave;SI;6.59;828;17985;0;6;61;0
CLI14423;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Toledo;SI;NO;NO;Alto;NO DATA;Averia grave;NO;3.1;2464;0;1;2;39;4
CLI26911;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;6.01;3356;11903;1;3;46;7
CLI37678;D;TIPO8;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;NO;8.91;0;12904;0;7;62;0
CLI40412;D;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Ciudad Real;SI;NO;NO;NA;SI;No;NO;2.18;7620;49352;1;2;54;10
CLI47955;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2.27;1903;0;0;1;51;0
CLI22920;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;SI;No;NO;8.95;1702;26360;0;9;43;0
CLI47587;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Badajoz;SI;NO;NO;Medio-Bajo;NO DATA;No;SI;2.19;2799;0;0;2;37;0
CLI21462;C;TIPO4;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Alto;SI;No;NO;3.77;10030;29595;1;2;39;13
CLI49766;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;1.83;1903;0;1;1;38;3
CLI52840;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Alava;SI;NO;SI;Alto;SI;Averia grave;NO;2.31;1829;11931;1;2;48;6
CLI2194;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;1.95;3696;40332;0;1;48;0
CLI48501;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Valladolid;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1.98;2799;0;0;1;61;0
CLI50208;I;TIPO7;FUEL 2;Media;M;Financiera Marca;EN PAREJA;M;Empresa;Jaen;NO;NO;SI;NA;NO DATA;No;NO;1.54;2648;0;0;0;21;0
CLI43572;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Sevilla;SI;NO;NO;Alto;SI;No;NO;2.77;2727;16997;1;2;62;8
CLI57820;E;TIPO2;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;SI;1.94;2361;0;1;2;43;4
CLI13802;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Funcionario;Alicante;NO;SI;NO;Alto;SI;No;NO;4.3;4683;10866;0;4;60;0
CLI51144;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Castellon;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;5.08;828;14975;1;4;40;5
CLI28507;H;TIPO7;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;SI;NO;SI;NA;NO DATA;No;NO;1.59;1317;0;0;1;21;0
CLI4592;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Alto;NO DATA;Averia grave;SI;8.95;4061;15333;0;4;38;0
CLI37021;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;Averia grave;NO;8.85;0;14902;0;6;56;0
CLI8832;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;8.2;1713;12531;0;7;56;0
CLI1025;A;TIPO1;FUEL 1;Baja;A;Otros;CASADO;M;Empresa;Alicante;NO;NO;NO;NA;NO DATA;No;NO;2.16;1376;0;0;1;31;0
CLI15840;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;NA;SI;No;NO;2.18;6006;29683;1;1;41;9
CLI42487;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;No;NO;4.67;0;13896;0;3;61;0
CLI22327;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Asturias;NO;SI;NO;Alto;NO DATA;No;NO;7.44;914;5246;0;4;37;0
CLI39545;D;TIPO6;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia grave;NO;4.19;3842;31650;1;1;59;6
CLI57701;E;TIPO2;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;3.04;2815;23082;1;1;61;9
CLI54713;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.19;1098;20443;0;2;49;0
CLI45397;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia muy grave;SI;3.51;1903;16723;0;2;58;0
CLI2648;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Funcionario;Santa Cruz de Tenerife;SI;NO;NO;Alto;NO DATA;No;NO;2.11;2648;0;0;2;49;0
CLI131;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.43;920;15224;0;1;57;0
CLI35309;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;SI;Averia grave;NO;7.42;5117;19782;0;4;51;0
CLI30515;J;TIPO7;FUEL 1;Alta;M;Contado;;;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;9.17;0;11488;1;8;41;4
CLI54481;I;TIPO7;FUEL 1;Alta;A;Otros;CASADO;M;Empresa;Alava;NO;NO;NO;NA;SI;No;NO;3.39;1829;12127;0;3;39;0
CLI39562;D;TIPO6;FUEL 1;Alta;A;Contado;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;No;SI;3.27;2561;12562;1;2;38;7
CLI3606;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;NA;NO DATA;No;NO;1.28;3194;0;0;1;46;0
CLI50982;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Murcia;SI;NO;NO;NA;NO DATA;No;NO;1.34;1903;0;0;1;38;0
CLI10741;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Lacoruna;NO;NO;NO;NA;NO DATA;No;NO;7.84;2261;13360;0;6;49;0
CLI17861;C;TIPO4;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.26;2484;12108;0;5;57;0
CLI16416;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Funcionario;Almeria;SI;NO;NO;NA;SI;Averia muy grave;SI;2.9;3226;21242;0;2;42;0
CLI2998;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;1.49;3878;0;1;0;43;5
CLI53223;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;OTROS;M;Empresa;Vizcaya;SI;NO;NO;Medio;NO DATA;No;NO;2.01;2727;0;0;1;37;0
CLI48568;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;SI;No;NO;2.4;1903;12619;0;1;52;0
CLI57850;E;TIPO2;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;SI;1.6;2329;0;0;1;65;0
CLI26055;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;7.76;1834;14010;1;7;52;6
CLI10982;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;SI;NO;Alto;NO DATA;No;NO;7.43;1373;7228;0;6;45;0
CLI27669;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia leve;NO;2.18;1317;0;0;2;55;0
CLI24313;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Almeria;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;9.14;0;4374;0;9;23;0
CLI2956;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;No;NO;1.8;3494;0;1;1;68;5
CLI45834;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Alto;SI;Averia leve;NO;3.31;1903;25288;1;3;41;9
CLI22644;A;TIPO1;FUEL 1;Baja;M;Contado;;;Empresa;Salamanca;NO;NO;NO;Alto;SI;No;NO;6.64;1472;27992;1;6;37;9
CLI56290;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Gerona;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;3.22;1829;24720;0;1;49;0
CLI19692;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.22;1765;17878;0;7;30;0
CLI14647;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;SI;No;SI;3.78;2615;18792;0;2;47;0
CLI12493;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;4.53;3651;0;0;4;28;0
CLI5086;B;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Cantabria;NO;NO;NO;Medio-Bajo;SI;No;NO;8.99;3023;15013;0;4;42;0
CLI27138;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Valladolid;NO;NO;NO;NA;SI;No;NO;4.1;6710;6923;1;2;55;10
CLI13769;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Leon;NO;NO;NO;Medio;NO DATA;No;NO;4.52;5353;12707;0;3;47;0
CLI19485;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;Averia grave;NO;9.27;2392;9561;0;8;42;0
CLI25185;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Cantabria;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.51;381;0;0;9;21;0
CLI2757;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio;NO DATA;No;NO;2.14;2464;0;0;2;48;0
CLI33270;D;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;F;Autonomo;Malaga;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.85;0;10404;0;6;55;0
CLI10370;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Alto;SI;No;NO;8.14;2288;12980;1;5;70;6
CLI39882;D;TIPO8;FUEL 1;Media;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;3.05;6017;0;0;1;48;0
CLI16657;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.45;3765;34651;1;1;55;6
CLI28870;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;1.27;2525;0;1;1;71;4
CLI30719;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;7.91;732;6185;0;7;41;0
