CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Mas_1_coche;Revisiones;Edad Cliente;Tiempo
CLI51627;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;2.94;1829;7739;0;2;61;0
CLI51660;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.02;4918;13332;1;2;61;9
CLI51701;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Guadalajara;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.95;1829;27663;0;2;55;0
CLI51709;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Funcionario;Gerona;NO;SI;NO;Medio-Bajo;SI;Averia grave;NO;2.94;1829;13435;0;2;60;0
CLI51743;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;La Rioja;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.79;2743;39305;0;2;49;0
CLI51778;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia leve;NO;2.76;2743;41307;0;2;44;0
CLI51779;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2.76;2727;17020;1;1;45;8
CLI51802;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;SI;Averia leve;NO;2.42;1829;28829;1;2;47;9
CLI51821;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;SI;No;NO;2.37;1829;10293;0;2;55;0
CLI51857;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.53;1829;14674;1;1;40;6
CLI51861;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;NO;2.52;3571;11435;1;1;59;7
CLI51878;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.54;2690;12181;0;2;38;0
CLI51957;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;NO;Alto;SI;Averia leve;NO;2.38;2727;22648;0;1;45;0
CLI51966;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Autonomo;Valencia;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.39;1829;16186;0;1;50;0
CLI51970;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2.39;1829;12619;0;2;48;0
CLI51995;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Sevilla;NO;NO;NO;Alto;SI;No;NO;2.26;1829;4459;1;2;38;4
CLI52000;I;TIPO7;FUEL 2;Media;A;Financiera Marca;OTROS;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2.17;4090;47602;1;2;60;7
CLI52085;I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Autonomo;Valladolid;SI;NO;NO;Medio-Bajo;SI;No;NO;1.93;4090;35052;1;0;50;6
CLI52148;I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Empresa;Salamanca;NO;NO;SI;Medio-Bajo;SI;No;NO;1.85;3861;47123;1;2;46;6
CLI52432;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;La Rioja;NO;NO;NO;Medio;SI;Averia muy grave;SI;2.54;1829;7055;0;1;45;0
CLI52465;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Funcionario;Madrid;SI;NO;NO;Alto;SI;No;NO;2.53;2727;7908;1;2;60;6
CLI52473;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;SI;No;NO;2.25;2727;14776;1;2;45;7
CLI52489;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Alto;SI;No;NO;2.57;2743;30487;1;2;48;5
CLI52502;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;SI;2.52;3032;13251;0;1;44;0
CLI52623;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;2.48;2727;24865;1;1;39;9
CLI52642;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;2.35;2727;13673;0;2;42;0
CLI52645;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;SI;2.36;1829;9861;0;2;40;0
CLI52650;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;SI;No;NO;2.51;1829;20818;1;2;59;8
CLI52660;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Baleares;NO;NO;NO;Alto;SI;No;NO;2.51;2081;13394;0;2;52;0
CLI52669;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Toledo;SI;NO;NO;Alto;SI;No;SI;2.51;4567;20003;1;1;58;10
CLI52686;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Baleares;SI;NO;NO;Medio-Bajo;SI;No;NO;2.4;1829;24509;0;1;59;0
CLI52700;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio;SI;No;NO;2.37;2727;14248;0;2;57;0
CLI52703;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;2.42;2727;14272;0;1;37;0
CLI52705;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2.43;1829;13419;1;1;33;6
CLI52710;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia leve;SI;2.42;1829;9574;0;2;51;0
CLI52749;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;SI;Averia muy grave;SI;2.42;1829;26371;0;2;42;0
CLI52754;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2.33;2727;25027;0;2;49;0
CLI52763;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.39;1829;9536;1;2;45;5
CLI52827;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.34;1829;8536;0;1;62;0
CLI52867;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Alto;SI;No;NO;2.26;4918;10802;1;2;46;9
CLI52886;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;2.33;2727;8620;0;1;45;0
CLI52891;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Castellon;SI;NO;NO;Medio;SI;No;NO;2.31;2727;7648;0;2;41;0
CLI54386;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Alto;SI;Averia leve;NO;5.17;0;12184;0;4;53;0
CLI54465;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Lerida;NO;SI;NO;Medio-Bajo;SI;Averia grave;SI;3.96;1829;12873;0;2;57;0
CLI54516;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Alto;SI;Averia muy grave;SI;5.38;751;13321;1;4;40;5
CLI54613;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.78;0;9968;0;4;44;0
CLI54614;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;4.53;1098;17887;0;4;35;0
CLI54626;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.82;0;20100;0;2;46;0
CLI54669;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Vizcaya;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.59;0;21807;0;2;46;0
CLI54694;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;4.4;1098;16581;1;2;45;6
CLI54752;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.26;1098;25714;0;4;60;0
CLI54754;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;4.25;4104;17372;1;3;51;9
CLI54761;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Gerona;NO;SI;NO;Alto;SI;Averia grave;NO;4.19;1098;23365;0;4;55;0
CLI54774;I;TIPO7;FUEL 2;Media;M;Otros;EN PAREJA;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;SI;4.1;1098;20948;0;3;53;0
CLI54793;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;Alto;SI;Averia grave;NO;4.02;0;11363;1;2;47;4
CLI54823;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Leon;NO;SI;NO;Medio;SI;Averia muy grave;SI;3.86;2749;26914;0;2;51;0
CLI54869;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Alto;SI;Averia leve;NO;3.7;2915;16476;0;2;51;0
CLI54873;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;3.69;1829;13236;0;4;49;0
CLI54934;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;SI;3.46;2915;16486;0;1;44;0
CLI54940;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3.4;2727;18723;0;2;43;0
CLI54968;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;3.28;2727;22385;0;2;48;0
CLI54973;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Barcelona;NO;SI;NO;Alto;SI;Averia muy grave;SI;3.37;1829;6355;0;3;41;0
CLI55002;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3.3;1829;12159;0;3;40;0
CLI55017;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.16;4090;36898;1;1;51;6
CLI55029;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;3.24;1829;9110;0;2;62;0
CLI55047;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;SI;NO;Alto;SI;Averia grave;NO;3.19;1829;12585;1;1;47;6
CLI55048;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia leve;NO;3.19;2915;18901;0;2;41;0
CLI55059;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;3.14;1829;15923;0;2;43;0
CLI55088;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guadalajara;NO;NO;NO;Alto;SI;Averia leve;NO;3.06;1829;22849;1;2;42;8
CLI55114;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Alava;NO;NO;NO;Medio-Bajo;SI;No;NO;2.98;1829;12050;0;2;35;0
CLI55123;I;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;NO;2.97;1829;19443;0;2;44;0
CLI55204;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Medio;SI;Averia muy grave;SI;2.59;2727;6778;0;2;39;0
CLI55220;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;2.5;2727;18864;0;1;41;0
CLI55232;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;SI;NO;SI;Medio-Bajo;SI;No;NO;2.51;1829;19821;0;2;55;0
CLI55236;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;2.54;4918;16583;1;2;45;10
CLI55254;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.48;3571;22724;1;1;51;10
CLI55258;I;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.45;1829;20490;0;2;44;0
CLI55261;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Cordoba;SI;NO;NO;Alto;SI;No;NO;2.47;2727;24087;1;1;46;9
CLI55281;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Castellon;NO;NO;NO;Medio;SI;No;NO;2.31;1829;12128;0;1;46;0
CLI55296;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;SI;No;NO;2.39;1829;14785;0;2;54;0
CLI55299;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Almeria;SI;NO;NO;Medio-Bajo;SI;No;NO;2.29;2727;19500;0;1;47;0
CLI55566;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;NO;4.93;0;7866;0;3;55;0
CLI55580;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Alto;SI;Averia grave;SI;5.2;751;18765;0;5;56;0
CLI55583;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Leon;SI;NO;NO;Alto;SI;Averia muy grave;SI;5.19;0;27294;1;4;54;7
CLI55602;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.86;0;12012;0;2;61;0
CLI55613;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;SI;4.67;0;12639;0;4;48;0
CLI55629;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Vizcaya;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.52;1098;26267;0;4;51;0
CLI55641;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia muy grave;SI;4.39;1098;13058;0;2;48;0
CLI55675;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Huelva;NO;SI;NO;Medio;SI;Averia grave;NO;3.98;1829;3482;0;4;52;0
CLI55689;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.07;1098;21361;0;3;40;0
CLI55712;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia grave;NO;3.76;1829;19509;0;4;37;0
CLI55715;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Alto;SI;Averia grave;SI;3.74;3571;16888;0;3;39;0
CLI55750;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia grave;SI;3.33;1893;10638;1;2;59;6
CLI55753;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;La Rioja;NO;NO;NO;Medio;SI;Averia grave;NO;3.1;1829;15254;0;2;48;0
CLI55821;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;2.28;2727;10624;0;2;56;0
CLI55870;I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;F;Empresa;Burgos;SI;NO;NO;Medio;SI;No;NO;2.04;4090;54651;1;2;59;7
CLI56075;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Funcionario;Alava;SI;NO;NO;Medio;SI;Averia grave;SI;4.52;1098;16177;0;2;38;0
CLI56094;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.3;1098;14380;0;2;37;0
CLI56124;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Castellon;NO;SI;NO;Medio;SI;Averia muy grave;SI;3.96;1829;10064;0;4;46;0
CLI56131;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.96;1829;16581;1;2;59;7
CLI56161;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Alto;SI;Averia grave;NO;3.76;1829;5756;1;3;39;5
CLI56164;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Orense;SI;NO;NO;Alto;SI;Averia leve;SI;3.52;2915;11069;1;3;43;7
CLI56182;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Autonomo;Valladolid;SI;NO;NO;Alto;SI;Averia grave;NO;3.54;2915;18058;0;2;47;0
CLI56191;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;La Rioja;NO;SI;NO;Medio;SI;Averia grave;NO;3.69;1829;16122;0;2;52;0
CLI56194;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Malaga;NO;NO;NO;Alto;SI;Averia leve;NO;3.47;1829;11342;1;1;56;6
CLI56202;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;3.67;1829;25721;0;2;54;0
CLI56256;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Autonomo;Barcelona;SI;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;3.33;3571;23509;0;2;37;0
CLI56261;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.32;2727;10622;0;2;42;0
CLI56286;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Huelva;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3.19;3571;17140;0;2;39;0
CLI56294;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Guipuzcua;NO;SI;NO;Medio-Bajo;SI;Averia grave;NO;3.23;1829;9955;0;2;27;0
CLI56375;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Gerona;SI;SI;NO;Alto;SI;Averia leve;NO;2.91;2727;17873;0;2;50;0
CLI56399;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;2.85;3571;15905;1;2;61;8
CLI56424;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio;SI;Averia grave;SI;2.71;1829;26863;0;2;55;0
CLI56428;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.73;3669;9122;0;2;45;0
CLI56437;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;F;Empresa;Orense;SI;NO;NO;Alto;SI;No;NO;2.59;5056;34668;1;2;59;7
CLI56459;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Cadiz;SI;NO;NO;Alto;SI;No;NO;2.52;1829;14309;1;2;47;6
CLI56476;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Medio;SI;No;NO;2.51;1829;12594;0;2;62;0
CLI56480;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Autonomo;Lugo;NO;NO;NO;Medio-Bajo;SI;No;NO;2.52;1829;20112;0;2;67;0
CLI56481;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;NO;2.52;2727;23998;0;1;49;0
CLI56487;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.35;2727;26496;0;1;40;0
CLI56489;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.27;3571;29664;0;1;40;0
CLI56500;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;2.44;3571;24966;1;2;51;10
CLI56502;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.34;1829;28687;0;2;54;0
CLI56533;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;F;Empresa;Las Palmas;SI;NO;SI;Alto;SI;No;NO;2.33;1829;20457;1;1;53;7
CLI56539;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Asturias;NO;NO;NO;Alto;SI;No;NO;2.35;2743;35162;1;2;48;5
CLI56585;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2.19;2727;26957;0;1;40;0
CLI56587;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Medio;SI;Averia leve;SI;2.19;3571;16862;1;1;50;9
CLI56898;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.34;1759;13464;1;1;56;6
CLI56899;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2.21;2657;23751;0;2;46;0
CLI56921;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.18;4813;22400;1;2;50;6
CLI57020;I;TIPO7;FUEL 1;Alta;A;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.36;1829;19721;0;2;40;0
CLI57023;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;NO;Medio;SI;No;NO;2.35;2727;8773;0;2;62;0
CLI57431;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;No;NO;8.93;1202;11572;0;9;56;0
CLI57566;E;TIPO2;FUEL 1;Media;M;Contado;OTROS;F;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;NO;5.32;6014;1988;1;4;55;8
CLI57578;E;TIPO2;FUEL 1;Media;M;Otros;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;4.61;3518;8038;1;2;59;7
CLI57625;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;4.8;4832;6418;0;2;66;0
CLI57647;E;TIPO2;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;3.27;3713;17632;0;1;62;0
CLI57655;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.58;2815;11069;0;1;54;0
CLI57696;E;TIPO2;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;No;NO;4.26;2815;13431;0;3;59;0
CLI57895;F;TIPO3;FUEL 1;Alta;M;Contado;SOLTERO;F;Funcionario;Vizcaya;SI;NO;NO;Medio;SI;No;NO;9.04;1684;16199;0;9;47;0
CLI57967;K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2.43;0;31524;1;2;49;2
CLI58003;K;TIPO7;FUEL 1;Alta;A;Otros;CASADO;M;Autonomo;Ciudad Real;NO;NO;NO;Alto;SI;No;NO;2.0;0;31805;1;2;58;2
CLI5286;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;9.58;2202;11689;0;8;46;0
CLI5350;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Alto;SI;Averia muy grave;SI;9.69;1926;8126;0;5;59;0
CLI5367;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;NO;NO;NO;Medio;SI;Averia grave;NO;9.34;4177;21257;0;8;58;0
CLI5399;B;TIPO1;FUEL 1;Alta;M;Contado;EN PAREJA;M;Empresa;Valencia;NO;NO;NO;Medio;SI;No;NO;9.64;2620;7769;0;8;52;0
CLI5515;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.67;2195;16600;0;5;39;0
CLI5517;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;9.43;2561;20792;0;5;58;0
